Date,TempHighF,TempAvgF,TempLowF,DewPointHighF,DewPointAvgF,DewPointLowF,HumidityHighPercent,HumidityAvgPercent,HumidityLowPercent,SeaLevelPressureHighInches,SeaLevelPressureAvgInches,SeaLevelPressureLowInches,VisibilityHighMiles,VisibilityAvgMiles,VisibilityLowMiles,WindHighMPH,WindAvgMPH,WindGustMPH,PrecipitationSumInches,Events
2014-08-25,101,89,76,73,67,60,88,59,29,29.97,29.9,29.81,10,10,10,10,5,15,0, 
2014-08-26,101,89,77,71,68,62,71,52,33,29.98,29.93,29.89,10,10,8,14,4,23,T,"Rain , Thunderstorm"
2014-08-27,98,87,76,72,66,56,87,58,29,30.06,29.96,29.88,10,10,10,10,4,17,0, 
2014-08-28,99,88,76,73,71,68,82,61,40,29.97,29.89,29.81,10,10,10,17,5,26,0, 
2014-08-29,96,87,77,75,72,67,88,64,39,29.92,29.87,29.77,10,10,2,15,5,23,0.07,"Rain , Thunderstorm"
2014-08-30,95,85,74,73,72,66,94,69,44,29.98,29.91,29.83,10,10,10,13,4,24,0, 
2014-08-31,99,87,74,73,72,68,94,68,42,30.01,29.93,29.85,10,10,10,15,7,26,0, 
2014-09-01,101,90,78,75,72,65,91,62,33,29.96,29.9,29.8,10,10,7,15,8,25,0, 
2014-09-02,98,88,78,75,73,68,91,66,40,29.97,29.91,29.84,10,10,10,17,8,32,0.01, 
2014-09-03,100,88,76,74,70,62,88,61,33,30.02,29.95,29.88,10,10,10,17,6,26,0, 
2014-09-04,99,86,73,77,74,67,91,65,38,30.07,30,29.94,10,8,0,28,5,37,0.98,"Fog , Rain , Thunderstorm"
2014-09-05,97,87,77,75,73,65,91,63,35,30.1,30.02,29.91,10,10,10,13,4,21,0.02,Rain
2014-09-06,97,86,74,75,71,66,94,67,39,30.08,30.01,29.9,10,10,2,13,3,20,0.19,"Rain , Thunderstorm"
2014-09-07,89,82,74,74,72,69,100,78,55,30.09,30.04,29.94,10,8,2,8,3,13,0.22,"Rain , Thunderstorm"
2014-09-08,96,84,72,71,69,66,100,70,39,30.03,29.97,29.89,10,10,8,12,3,15,0, 
2014-09-09,97,86,74,73,69,65,87,63,38,29.98,29.9,29.81,10,10,10,13,6,20,0, 
2014-09-10,99,88,77,73,71,66,88,63,38,29.9,29.83,29.75,10,10,10,14,7,25,0, 
2014-09-11,99,89,78,75,71,64,85,60,35,29.97,29.89,29.81,10,10,10,10,5,19,0, 
2014-09-12,96,81,66,74,70,62,94,67,39,30.15,30,29.91,10,9,1,15,5,24,0.51,"Rain , Thunderstorm"
2014-09-13,66,63,60,63,60,57,100,92,84,30.24,30.19,30.1,10,5,1,14,5,24,0.68,Rain
2014-09-14,77,71,64,67,64,62,100,87,73,30.23,30.16,30.1,10,8,3,7,2,10,0, 
2014-09-15,88,79,69,70,68,67,97,76,55,30.13,30.09,30.02,10,9,6,8,2,13,0, 
2014-09-16,94,84,74,74,72,69,94,70,46,30.07,30.01,29.9,10,10,6,18,3,28,0.02,"Rain , Thunderstorm"
2014-09-17,91,83,75,75,74,71,94,75,56,30.02,29.93,29.81,10,9,2,14,3,20,0.35,"Rain , Thunderstorm"
2014-09-18,90,81,72,75,73,70,100,78,56,29.93,29.88,29.79,10,7,0,25,2,33,3.66,"Fog , Rain , Thunderstorm"
2014-09-19,86,80,74,75,74,71,100,85,69,29.95,29.89,29.84,10,8,2,10,3,14,0.13,Rain
2014-09-20,90,82,74,75,73,70,100,78,55,30,29.94,29.88,10,9,1,9,3,15,0.21,Rain
2014-09-21,90,81,72,73,70,64,94,71,47,30.06,30.01,29.96,10,10,10,10,3,15,0, 
2014-09-22,91,81,70,70,68,66,90,69,47,30.12,30.07,30.01,10,10,10,9,4,16,0, 
2014-09-23,85,76,67,66,58,55,74,57,40,30.15,30.09,30.04,10,10,10,8,3,12,0, 
2014-09-24,84,72,60,60,56,51,90,64,37,30.16,30.1,30.07,10,10,10,9,2,16,0, 
2014-09-25,83,73,62,66,62,57,90,74,58,30.14,30.1,30.07,10,10,8,13,3,20,T, 
2014-09-26,85,76,66,67,64,63,87,71,54,30.15,30.06,29.99,10,10,10,10,3,15,0, 
2014-09-27,80,74,68,69,66,64,93,78,62,30.05,30,29.95,10,10,8,9,2,14,T,Rain
2014-09-28,88,77,66,67,65,62,100,72,43,30.04,29.98,29.92,10,8,3,12,3,15,0, 
2014-09-29,89,78,67,68,64,61,93,68,43,29.99,29.92,29.87,10,10,10,8,2,12,0, 
2014-09-30,90,78,65,70,65,63,93,70,47,29.88,29.83,29.75,10,10,10,9,2,14,0, 
2014-10-01,92,84,76,73,70,63,88,68,47,29.87,29.79,29.72,10,10,10,10,5,18,0, 
2014-10-02,92,84,76,75,72,59,91,72,52,29.93,29.82,29.75,10,9,4,14,7,27,0.03,"Rain , Thunderstorm"
2014-10-03,85,75,65,59,51,45,63,44,25,30.19,30.06,29.94,10,10,10,14,7,22,0,Thunderstorm
2014-10-04,80,70,59,53,48,41,72,51,29,30.23,30.12,29.98,10,10,10,9,4,14,0, 
2014-10-05,87,75,62,67,62,56,93,69,44,29.98,29.9,29.79,10,10,10,14,6,23,0, 
2014-10-06,89,81,72,71,69,66,93,73,53,29.93,29.86,29.82,10,10,10,13,6,20,0, 
2014-10-07,94,83,72,73,70,64,93,67,41,29.99,29.92,29.86,10,9,5,13,5,21,0, 
2014-10-08,90,82,74,72,70,65,93,70,46,30.06,29.98,29.9,10,10,10,15,6,23,0, 
2014-10-09,92,84,75,73,71,66,94,69,44,30.01,29.93,29.83,10,10,9,14,7,22,T,Rain
2014-10-10,92,84,75,73,70,65,87,66,44,29.95,29.89,29.81,10,10,10,14,7,24,0, 
2014-10-11,78,69,59,72,62,55,97,85,73,30.12,30.04,29.88,10,7,0,14,5,20,1.42,"Fog , Rain"
2014-10-12,77,69,61,72,63,55,93,86,78,30.04,29.88,29.72,10,9,7,13,2,24,0.01,"Rain , Thunderstorm"
2014-10-13,76,69,61,72,59,46,87,63,38,30.04,29.8,29.65,10,10,2,20,10,36,0.09,"Rain , Thunderstorm"
2014-10-14,80,66,51,48,43,37,77,49,21,30.17,30.09,30.03,10,10,10,14,5,20,0, 
2014-10-15,88,72,56,51,46,40,72,46,20,30.13,30.06,29.99,10,10,10,9,2,16,0, 
2014-10-16,86,72,57,54,49,44,72,50,27,30,29.94,29.87,10,10,10,13,4,23,0, 
2014-10-17,87,74,61,64,60,54,97,69,40,29.95,29.9,29.86,10,10,10,13,3,17,0, 
2014-10-18,86,76,66,69,64,60,90,67,44,30.06,30,29.93,10,10,5,9,2,12,0, 
2014-10-19,82,74,65,66,63,61,93,74,54,30.12,30.06,30,10,10,6,8,2,15,0, 
2014-10-20,82,73,63,64,61,58,100,73,45,30.08,30.02,29.98,10,9,4,8,2,13,0, 
2014-10-21,83,71,58,61,55,46,93,61,28,30.09,30.03,29.98,10,9,6,10,3,16,0, 
2014-10-22,83,72,61,62,59,56,84,67,49,30.12,30.06,30.03,10,10,10,9,2,14,T,Rain
2014-10-23,83,75,66,62,59,57,81,64,46,30.14,30.09,30.04,10,10,10,8,2,11,T,Rain
2014-10-24,85,73,60,61,59,56,84,64,44,30.17,30.12,30.06,10,10,10,7,2,9,0, 
2014-10-25,88,75,62,61,59,57,84,62,39,30.17,30.11,30.06,10,10,10,8,2,12,0, 
2014-10-26,86,74,61,61,58,52,90,62,34,30.06,29.98,29.9,10,10,8,12,4,19,0, 
2014-10-27,86,74,62,65,61,58,93,67,40,29.94,29.89,29.81,10,10,10,14,6,23,0, 
2014-10-28,84,75,65,68,65,63,93,74,55,30.06,29.99,29.89,10,10,10,8,2,12,0, 
2014-10-29,81,73,65,63,62,60,81,68,54,30.16,30.1,30.06,10,10,10,10,3,14,0, 
2014-10-30,82,73,63,61,59,54,93,72,51,30.18,30.1,30.03,10,10,9,8,2,10,T,Rain
2014-10-31,76,66,56,61,49,39,93,60,27,30.32,30.22,30.11,10,9,2,16,7,25,0.3,Rain
2014-11-01,68,58,47,43,39,37,71,54,37,30.43,30.34,30.28,10,10,10,9,5,14,0, 
2014-11-02,75,62,48,52,45,39,80,61,41,30.34,30.26,30.18,10,10,10,15,6,25,0, 
2014-11-03,76,68,59,63,59,52,84,72,60,30.18,30.12,30.07,10,10,10,14,6,23,T, 
2014-11-04,75,67,58,69,63,57,100,87,73,30.18,30.09,30.01,10,8,2,17,5,28,0.56,Rain
2014-11-05,59,57,55,58,56,54,100,97,93,30.23,30.16,30.08,10,6,2,13,6,20,1.51,Rain
2014-11-06,63,59,55,56,51,46,93,75,56,30.35,30.28,30.22,10,10,5,10,4,17,0.04,Rain
2014-11-07,71,60,48,49,41,34,80,53,26,30.3,30.19,30.06,10,10,10,7,2,11,0, 
2014-11-08,75,62,48,52,47,41,93,67,41,30.18,30.1,30.04,10,10,10,15,4,25,0, 
2014-11-09,74,61,47,45,43,40,86,59,31,30.19,30.07,29.92,10,10,10,8,3,13,0, 
2014-11-10,76,63,49,61,53,43,93,70,46,29.92,29.83,29.74,10,10,10,17,6,31,0, 
2014-11-11,65,54,42,62,41,29,93,67,40,30.23,30.03,29.78,10,10,9,17,7,32,0, 
2014-11-12,51,44,36,29,23,16,64,50,36,30.46,30.34,30.25,10,10,10,16,9,27,0, 
2014-11-13,41,36,31,17,13,9,58,43,27,30.58,30.52,30.46,10,10,10,17,8,28,0, 
2014-11-14,45,38,30,23,17,12,58,44,30,30.5,30.4,30.3,10,10,10,8,3,11,0, 
2014-11-15,48,44,40,47,39,23,100,72,43,30.28,30.14,30.03,10,5,1,10,4,15,0.02,Rain
2014-11-16,50,42,34,49,45,28,100,91,82,30.25,30,29.92,10,4,0,17,6,28,0.01,"Fog , Rain"
2014-11-17,53,42,30,27,21,14,82,52,22,30.5,30.4,30.25,10,10,10,16,6,26,0, 
2014-11-18,56,43,30,27,23,19,78,51,24,30.57,30.48,30.42,10,10,3,10,2,15,0, 
2014-11-19,69,51,33,45,38,23,86,64,42,30.4,30.27,30.17,10,10,10,13,3,22,0, 
2014-11-20,70,57,44,63,57,43,100,85,70,30.17,30.08,30.02,10,8,0,12,3,16,0.01,"Fog , Rain"
2014-11-21,74,68,62,69,65,62,100,90,79,30.12,30.05,29.99,10,6,0,13,5,20,0.33,"Fog , Rain"
2014-11-22,67,63,58,64,62,56,100,97,93,30.07,29.86,29.7,10,6,0,20,7,28,3.33,"Fog , Rain , Thunderstorm"
2014-11-23,81,67,53,57,48,39,100,62,23,29.84,29.64,29.51,10,10,10,16,5,27,0, 
2014-11-24,66,53,40,39,32,19,76,47,18,30.2,30.06,29.88,10,10,10,15,5,28,0, 
2014-11-25,67,53,38,38,33,25,85,53,20,30.37,30.26,30.2,10,10,10,9,3,16,0, 
2014-11-26,77,60,42,37,33,27,62,40,18,30.36,30.22,30.14,10,10,10,10,3,17,0, 
2014-11-27,64,53,42,37,33,27,76,52,27,30.56,30.45,30.37,10,10,10,10,4,16,0, 
2014-11-28,72,57,42,54,45,35,82,62,41,30.38,30.24,30.09,10,10,10,14,4,24,0, 
2014-11-29,73,65,56,61,57,52,93,75,57,30.07,30.02,29.95,10,10,10,16,7,31,0, 
2014-11-30,79,72,64,63,62,59,87,71,54,30.11,30.03,29.97,10,10,10,15,7,28,0, 
2014-12-01,66,54,41,63,42,22,93,69,45,30.47,30.31,30.11,10,10,8,17,6,30,0, 
2014-12-02,50,45,39,43,32,24,80,63,45,30.45,30.33,30.21,10,10,10,10,4,16,0, 
2014-12-03,59,54,48,55,50,43,100,88,75,30.23,30.18,30.14,10,7,2,7,1,10,0, 
2014-12-04,66,62,58,65,61,55,100,94,87,30.2,30.11,30.04,10,3,1,12,3,16,0.06,Rain
2014-12-05,75,69,63,66,64,59,100,82,64,30.18,30.08,30.03,10,8,2,12,5,20,0.01,Rain
2014-12-06,69,62,55,58,51,48,90,72,53,30.38,30.32,30.19,10,10,9,13,6,20,0, 
2014-12-07,56,54,52,50,48,46,89,83,77,30.4,30.33,30.27,10,10,9,9,4,14,0, 
2014-12-08,67,58,49,49,46,45,86,69,52,30.39,30.32,30.27,10,10,8,9,3,14,0, 
2014-12-09,69,56,43,49,45,42,100,70,39,30.38,30.31,30.24,10,8,2,8,1,11,0, 
2014-12-10,66,57,47,57,50,45,93,75,56,30.27,30.2,30.15,10,9,6,8,1,11,0.02,Rain
2014-12-11,67,62,57,59,57,55,97,85,73,30.24,30.18,30.14,10,7,2,9,5,16,0.04,Rain
2014-12-12,71,65,59,58,57,56,90,78,66,30.3,30.23,30.18,10,10,9,12,5,17,T,Rain
2014-12-13,74,65,55,59,57,54,100,79,57,30.24,30.15,30.06,10,9,5,14,5,21,0, 
2014-12-14,74,68,61,64,62,59,100,82,64,30.07,29.94,29.84,10,9,5,14,6,26,0.07,Rain
2014-12-15,74,63,52,64,51,32,93,58,23,30.2,29.99,29.89,10,10,7,12,5,19,0, 
2014-12-16,63,55,46,36,34,32,60,47,34,30.37,30.28,30.19,10,10,10,14,5,20,0, 
2014-12-17,53,51,48,51,44,35,96,75,54,30.27,30.14,30.05,10,8,2,15,4,22,0.1,"Rain , Thunderstorm"
2014-12-18,60,55,49,56,51,48,100,92,84,30.14,30.1,30.06,10,4,1,12,3,17,T, 
2014-12-19,57,53,48,50,48,44,100,89,77,30.21,30.12,30.06,10,7,1,13,7,19,0.59,"Rain , Thunderstorm"
2014-12-20,54,52,49,47,45,44,86,82,72,30.27,30.21,30.15,10,9,5,8,3,13,0, 
2014-12-21,56,53,50,52,49,46,93,83,72,30.18,30.02,29.85,10,9,5,10,5,20,0, 
2014-12-22,77,67,56,56,52,43,93,63,33,29.83,29.7,29.6,10,10,8,12,5,18,0, 
2014-12-23,59,51,43,44,40,34,77,66,55,30.02,29.81,29.63,10,10,10,18,8,31,T,Rain
2014-12-24,57,46,35,35,32,30,85,62,38,30.16,30.11,30.03,10,10,10,16,6,25,0, 
2014-12-25,65,49,33,47,33,28,96,61,26,30.12,30.05,29.97,10,10,10,16,6,30,0, 
2014-12-26,74,64,53,63,57,48,100,83,66,29.97,29.93,29.86,10,9,3,12,5,21,0.01,Rain
2014-12-27,66,54,41,63,49,32,93,79,65,30.29,30.09,29.92,10,8,5,16,8,24,0.03,Rain
2014-12-28,47,40,32,34,30,26,92,71,49,30.33,30.25,30.19,10,10,7,14,4,21,0.13,Rain
2014-12-29,67,49,30,42,36,29,92,68,43,30.21,30.14,30.06,10,10,10,10,2,15,0, 
2014-12-30,46,43,39,43,40,32,100,87,73,30.51,30.36,30.21,10,6,0,13,6,21,0,Fog
2014-12-31,42,39,36,31,29,27,76,70,64,30.57,30.48,30.41,10,10,9,14,8,21,T, 
2015-01-01,40,37,34,39,35,29,100,82,64,30.38,30.25,30.15,10,3,1,9,5,13,0.63,"Rain , Thunderstorm"
2015-01-02,43,41,38,41,39,37,100,95,89,30.19,30.08,29.96,10,4,2,12,5,18,0.2,"Rain , Thunderstorm"
2015-01-03,62,51,39,43,40,38,100,74,48,30.13,29.99,29.92,10,8,2,14,3,24,0.76,"Rain , Thunderstorm"
2015-01-04,51,43,35,41,30,22,100,69,38,30.69,30.48,30.16,10,10,10,16,7,26,0, 
2015-01-05,52,41,29,28,23,20,75,54,32,30.73,30.6,30.45,10,10,10,8,4,12,0, 
2015-01-06,71,54,36,37,32,28,76,50,23,30.46,30.38,30.3,10,10,10,9,2,13,0, 
2015-01-07,51,41,30,38,27,8,76,54,32,30.8,30.58,30.34,10,10,10,21,9,32,0, 
2015-01-08,36,30,23,23,12,5,56,48,39,30.79,30.54,30.3,10,10,10,15,5,23,T,Rain
2015-01-09,38,36,34,32,26,21,70,62,54,30.58,30.48,30.31,10,10,4,13,6,21,0.02,Rain
2015-01-10,36,34,32,34,31,19,100,76,52,30.56,30.42,30.31,10,4,2,8,3,13,0.3,"Rain , Thunderstorm"
2015-01-11,49,42,34,45,39,33,100,90,80,30.3,30.21,30.1,10,7,2,8,3,13,0.17,Rain
2015-01-12,46,43,40,45,41,36,100,88,76,30.44,30.28,30.15,10,5,0,14,5,20,0,Fog
2015-01-13,42,39,35,37,33,31,92,83,73,30.52,30.43,30.38,10,7,4,12,7,21,0, 
2015-01-14,40,39,38,38,36,34,92,86,79,30.41,30.33,30.26,8,4,2,9,5,15,0, 
2015-01-15,59,49,38,38,36,34,92,68,43,30.4,30.33,30.29,10,9,6,12,4,19,0, 
2015-01-16,64,51,38,41,38,35,92,64,36,30.4,30.29,30.18,10,10,10,8,3,12,0, 
2015-01-17,69,54,39,46,40,33,92,63,34,30.26,30.13,30.03,10,10,6,12,3,20,0, 
2015-01-18,72,59,46,34,30,26,53,37,20,30.38,30.28,30.2,10,10,10,10,3,15,0, 
2015-01-19,75,56,37,47,41,29,85,59,33,30.18,30.04,29.94,10,10,10,10,3,19,0, 
2015-01-20,80,61,41,51,44,39,89,59,28,30.04,29.94,29.85,10,10,7,12,3,19,0, 
2015-01-21,56,53,50,53,50,42,96,84,71,30.15,30.07,30.03,10,5,1,10,6,17,0.16,Rain
2015-01-22,52,47,41,51,46,38,100,91,82,30.27,30.07,29.98,10,4,1,20,10,32,2.07,Rain
2015-01-23,51,45,38,42,38,35,93,77,61,30.32,30.26,30.2,10,8,3,15,6,23,0.4,Rain
2015-01-24,63,50,36,41,36,31,92,62,32,30.28,30.2,30.09,10,10,10,13,4,21,0, 
2015-01-25,73,57,40,40,34,29,85,53,20,30.2,30.11,30.02,10,10,10,13,6,20,0, 
2015-01-26,74,60,46,43,37,32,61,43,25,30.29,30.21,30.15,10,10,10,10,5,17,0, 
2015-01-27,83,67,51,45,40,36,71,47,23,30.21,30.15,30.1,10,10,10,14,6,24,0, 
2015-01-28,81,62,42,49,42,37,96,60,23,30.18,30.12,30.06,10,10,10,14,4,22,0, 
2015-01-29,79,66,52,55,49,34,100,68,35,30.39,30.22,30.12,10,10,6,16,4,25,T, 
2015-01-30,58,53,48,39,36,33,63,52,40,30.46,30.37,30.28,10,10,10,14,6,23,T,Rain
2015-01-31,62,56,49,61,51,37,100,80,59,30.26,30.04,29.9,10,5,1,15,4,21,0.31,Rain
2015-02-01,73,59,44,61,54,30,100,77,53,30.27,29.98,29.88,10,8,4,17,7,28,0.02,Rain
2015-02-02,49,41,33,30,24,19,62,48,34,30.43,30.35,30.28,10,10,10,15,6,22,0, 
2015-02-03,43,42,40,42,37,28,96,76,55,30.36,30.27,30.21,10,6,2,8,2,11,0.26,Rain
2015-02-04,55,49,42,50,45,41,100,92,83,30.21,30.13,30.03,10,5,1,8,2,13,0.06,Rain
2015-02-05,52,45,38,48,35,31,92,77,62,30.48,30.38,30.22,10,10,5,16,7,26,T, 
2015-02-06,60,49,37,42,38,33,86,69,51,30.46,30.37,30.25,10,10,7,10,3,16,0, 
2015-02-07,69,55,40,53,46,39,93,71,49,30.22,30.08,29.98,10,8,4,13,5,21,0, 
2015-02-08,78,68,58,57,56,50,93,72,50,30,29.9,29.81,10,10,8,14,6,26,0, 
2015-02-09,83,68,52,50,44,38,77,49,20,30.14,30.07,30.01,10,10,10,9,3,13,0, 
2015-02-10,81,64,46,49,44,40,86,57,28,30.07,29.99,29.92,10,10,10,10,4,18,0, 
2015-02-11,78,65,51,53,49,40,100,64,27,30.2,30.03,29.95,10,7,1,16,5,26,0, 
2015-02-12,62,53,44,40,34,31,65,51,36,30.42,30.35,30.23,10,10,10,16,7,27,0, 
2015-02-13,70,55,39,44,38,32,79,58,37,30.38,30.31,30.22,10,10,10,10,2,15,0, 
2015-02-14,78,63,48,53,47,43,86,60,33,30.29,30.22,30.13,10,10,10,9,3,14,0, 
2015-02-15,68,63,57,62,58,52,87,80,73,30.15,30.02,29.88,10,10,7,10,5,19,T, 
2015-02-16,66,51,36,61,39,28,93,79,64,30.24,30.03,29.83,10,8,2,17,9,28,0.01,Rain
2015-02-17,55,45,34,33,27,23,82,59,35,30.34,30.25,30.17,10,10,10,13,7,22,0, 
2015-02-18,66,49,32,34,29,25,89,56,22,30.39,30.31,30.25,10,10,10,13,4,18,0, 
2015-02-19,70,54,38,49,40,31,85,61,37,30.38,30.25,30.08,10,10,10,14,5,28,0, 
2015-02-20,75,65,54,60,56,49,86,72,57,30.08,29.92,29.77,10,10,9,16,9,31,0, 
2015-02-21,78,67,55,61,56,45,87,69,50,30.02,29.88,29.8,10,10,9,14,6,25,0, 
2015-02-22,56,47,37,52,44,33,93,80,66,30.41,30.14,29.95,10,8,2,20,7,30,0.02,Rain
2015-02-23,37,34,30,32,29,26,92,87,82,30.54,30.45,30.4,10,7,2,17,9,24,0.01,Rain
2015-02-24,37,34,30,34,29,26,92,84,76,30.41,30.24,30.02,10,8,2,9,4,15,0, 
2015-02-25,63,49,35,36,34,28,100,64,27,30.03,29.94,29.82,10,8,3,13,3,21,0.01,Rain
2015-02-26,52,43,33,37,31,21,96,74,52,30.4,30.19,29.93,10,10,5,15,7,24,0, 
2015-02-27,36,34,31,30,25,19,92,72,52,30.45,30.38,30.32,10,8,2,13,7,21,0.01,Rain
2015-02-28,36,34,31,34,31,26,100,93,85,30.38,30.31,30.26,10,5,2,10,5,17,0.1,Rain
2015-03-01,43,39,35,41,38,34,100,95,89,30.36,30.29,30.22,8,4,2,10,6,16,0.09,Rain
2015-03-02,45,42,38,42,40,37,100,95,89,30.38,30.28,30.18,10,5,1,10,4,15,0.02,Rain
2015-03-03,63,52,41,59,49,41,100,95,90,30.15,29.98,29.85,5,2,0,8,1,13,0.01,"Fog , Rain"
2015-03-04,70,52,34,67,56,32,100,95,89,30.28,29.9,29.8,10,4,0,21,6,36,0.15,"Fog , Rain , Thunderstorm"
2015-03-05,47,39,31,32,25,18,89,61,33,30.64,30.45,30.21,10,9,2,20,10,33,0.13,"Rain , Thunderstorm"
2015-03-06,57,42,26,29,23,19,81,54,27,30.66,30.56,30.49,10,10,10,8,2,13,0, 
2015-03-07,60,49,38,37,30,24,82,56,29,30.5,30.4,30.27,10,10,10,10,2,13,T, 
2015-03-08,54,51,47,51,48,37,100,69,38,30.29,30.17,30.06,10,3,1,12,3,16,0.45,Rain
2015-03-09,55,52,49,52,49,48,100,97,93,30.06,29.96,29.88,10,5,1,8,4,13,2.17,Rain
2015-03-10,63,57,50,52,50,49,96,78,60,30.15,30.04,29.96,10,10,10,9,4,14,0, 
2015-03-11,59,57,54,51,50,49,86,79,72,30.26,30.2,30.14,10,10,10,13,6,20,0, 
2015-03-12,73,63,52,55,52,49,96,73,49,30.19,30.1,29.99,10,10,9,13,5,18,0.02,Rain
2015-03-13,78,66,53,54,52,46,100,68,36,30.06,30,29.94,10,8,1,12,3,18,0, 
2015-03-14,78,66,53,53,49,44,89,61,33,30.21,30.1,30.02,10,10,10,15,6,23,0, 
2015-03-15,69,60,51,54,51,48,89,72,55,30.32,30.26,30.2,10,10,10,12,3,16,0, 
2015-03-16,77,65,52,62,56,51,100,73,46,30.28,30.21,30.14,10,9,4,10,3,17,0, 
2015-03-17,77,70,63,66,63,61,100,82,64,30.18,30.11,30.02,10,8,4,9,3,16,0.01,Rain
2015-03-18,81,71,60,65,61,58,93,74,54,30.06,29.99,29.9,10,10,8,13,4,20,0.13,Rain
2015-03-19,83,73,63,66,64,61,100,79,58,30,29.95,29.88,10,8,2,12,5,17,0, 
2015-03-20,71,64,57,67,61,55,93,89,84,30.15,30.09,29.98,10,6,0,15,4,22,1.17,"Fog , Rain"
2015-03-21,61,58,55,58,56,54,100,95,90,30.15,30.08,30.01,10,7,2,10,4,17,0.43,Rain
2015-03-22,78,68,57,59,57,55,100,75,50,30.08,30.03,29.96,10,10,7,9,4,15,0, 
2015-03-23,80,66,52,59,56,51,100,73,45,30.13,30.06,29.99,10,10,6,9,3,14,0, 
2015-03-24,83,71,59,62,60,57,97,72,47,30.04,29.97,29.88,10,10,9,14,7,22,0, 
2015-03-25,84,73,62,63,61,59,93,72,51,29.98,29.91,29.84,10,10,10,16,8,27,0, 
2015-03-26,70,62,54,65,48,33,93,62,31,30.19,30.03,29.86,10,9,2,20,10,29,0.05,Rain
2015-03-27,82,64,46,44,36,29,71,44,16,30.2,30.15,30.08,10,10,10,13,4,19,0, 
2015-03-28,84,66,48,49,44,40,86,54,22,30.14,30.08,30,10,10,10,13,5,24,0, 
2015-03-29,84,71,57,60,56,50,93,67,40,30.11,30.06,29.99,10,10,10,17,8,28,0, 
2015-03-30,80,72,64,64,62,60,93,76,58,30.18,30.11,30.03,10,10,9,12,5,18,0, 
2015-03-31,82,74,66,66,62,59,93,74,54,30.09,30,29.91,10,10,7,13,7,20,0, 
2015-04-01,83,76,68,67,65,61,90,71,51,29.98,29.92,29.83,10,9,4,14,7,25,T,Rain
2015-04-02,84,76,68,68,66,63,90,76,62,29.97,29.9,29.85,10,8,6,15,8,26,0, 
2015-04-03,86,76,66,68,62,48,90,67,43,30.18,29.98,29.89,10,8,4,17,7,27,0, 
2015-04-04,69,63,56,48,44,37,61,53,44,30.33,30.24,30.17,10,10,10,17,8,32,0, 
2015-04-05,69,64,59,64,59,48,100,78,56,30.15,30,29.9,10,5,1,10,4,16,0.02,Rain
2015-04-06,85,75,65,67,65,64,100,76,51,30.01,29.94,29.86,10,8,2,14,7,24,0, 
2015-04-07,87,78,68,67,65,62,90,71,51,30.03,29.96,29.87,10,10,8,16,8,26,0, 
2015-04-08,79,74,69,69,67,65,90,81,71,30,29.92,29.83,10,9,6,16,8,29,T, 
2015-04-09,87,79,70,71,67,65,90,73,55,29.93,29.86,29.75,10,9,7,15,7,27,0, 
2015-04-10,74,65,56,68,53,47,93,70,47,30.2,30.08,29.95,10,10,10,14,5,26,0.09,"Rain , Thunderstorm"
2015-04-11,70,65,59,66,62,53,100,86,72,30.12,30.04,29.96,10,5,1,7,3,12,T,Rain
2015-04-12,82,75,67,69,67,65,100,81,62,29.99,29.91,29.78,10,5,0,13,5,19,0.01,Fog
2015-04-13,87,76,64,70,65,54,100,67,34,29.98,29.86,29.79,10,8,2,13,4,19,0.09,"Rain , Thunderstorm"
2015-04-14,77,67,57,61,55,49,87,67,46,30.11,30.04,29.96,10,10,10,12,6,20,0, 
2015-04-15,83,69,54,65,56,50,93,69,45,30.04,29.97,29.88,10,10,10,14,4,20,0, 
2015-04-16,81,74,67,70,66,64,93,78,62,29.98,29.91,29.82,10,9,4,17,4,27,0.01,"Rain , Thunderstorm"
2015-04-17,75,71,66,70,65,61,93,81,69,29.98,29.92,29.85,10,8,2,12,4,18,0.41,"Rain , Thunderstorm"
2015-04-18,77,66,54,66,63,53,100,82,64,29.94,29.87,29.75,10,8,0,28,4,43,0.57,"Fog , Rain , Thunderstorm"
2015-04-19,89,73,57,69,58,39,100,60,20,29.86,29.8,29.72,10,7,0,15,6,25,0,"Fog , Thunderstorm"
2015-04-20,73,64,54,48,43,36,64,48,32,30.05,29.98,29.89,10,10,10,15,6,25,0, 
2015-04-21,81,66,51,63,53,47,89,66,43,30.02,29.95,29.88,10,10,10,13,5,22,0, 
2015-04-22,81,74,67,68,65,63,93,79,64,29.95,29.89,29.81,10,10,7,16,7,23,T, 
2015-04-23,85,77,68,72,69,66,100,85,69,29.94,29.87,29.82,10,8,1,10,4,16,0, 
2015-04-24,85,77,69,74,72,69,100,85,69,29.92,29.82,29.67,10,6,1,14,5,23,0.43,"Rain , Thunderstorm"
2015-04-25,93,82,70,73,64,46,100,61,21,29.83,29.74,29.65,10,7,2,12,5,20,0.04,Thunderstorm
2015-04-26,86,78,69,72,69,63,93,77,61,29.76,29.65,29.52,10,8,1,18,8,32,0.08,"Rain , Thunderstorm"
2015-04-27,85,74,63,70,62,52,100,66,32,29.8,29.68,29.54,10,9,1,17,4,37,0.56,"Rain , Thunderstorm"
2015-04-28,65,59,53,59,52,47,84,74,64,30.12,29.98,29.82,10,10,10,17,8,26,0, 
